Namespace(model_path='../../checkpoints/resnet18_cifar10_200.pt', no_cuda=False, target_num=5, test_batch_size=50)
target count: 5
Files already downloaded and verified
======Load Model======
======Make Targets======
======Start Attack======
=======Attacking Target 0=======
Trying: 1 ------> some others
theta_m tensor(-4.1797, device='cuda:0') tensor(3.0567, device='cuda:0')
theta_p tensor(-3.6543, device='cuda:0') tensor(3.0656, device='cuda:0')
=========Processing epoch 0=========
step:   1, lambda: 0.00000, attack: 1.000, cls: 16.717069, reg: 513.283713, reg_best: 513.283713
step: 108, lambda: 1.02400, attack: 1.000, cls: 13.908914, reg: 15.948614, reg_best: 15.948614
step: 109, lambda: 1.02400, attack: 1.000, cls: 14.976830, reg: 14.612701, reg_best: 14.612701
step: 110, lambda: 1.02400, attack: 1.000, cls: 14.986018, reg: 13.559760, reg_best: 13.559760
step: 111, lambda: 1.02400, attack: 1.000, cls: 14.779714, reg: 12.632057, reg_best: 12.632057
up lambda from 1.02400 to 2.04800
step: 112, lambda: 2.04800, attack: 1.000, cls: 14.391176, reg: 11.027555, reg_best: 11.027555
step: 113, lambda: 2.04800, attack: 1.000, cls: 13.792210, reg: 9.299661, reg_best: 9.299661
step: 114, lambda: 2.04800, attack: 1.000, cls: 13.115504, reg: 8.327870, reg_best: 8.327870
step: 115, lambda: 2.04800, attack: 1.000, cls: 12.275735, reg: 7.635313, reg_best: 7.635313
step: 116, lambda: 2.04800, attack: 1.000, cls: 11.874559, reg: 7.357912, reg_best: 7.357912
step: 117, lambda: 2.04800, attack: 1.000, cls: 11.542475, reg: 7.121708, reg_best: 7.121708
step: 118, lambda: 2.04800, attack: 1.000, cls: 11.422764, reg: 6.870410, reg_best: 6.870410
step: 119, lambda: 2.04800, attack: 1.000, cls: 10.917449, reg: 6.421323, reg_best: 6.421323
step: 120, lambda: 2.04800, attack: 1.000, cls: 10.235947, reg: 6.111864, reg_best: 6.111864
step: 121, lambda: 2.04800, attack: 1.000, cls: 9.987656, reg: 6.016026, reg_best: 6.016026
up lambda from 2.04800 to 4.09600
step: 122, lambda: 4.09600, attack: 1.000, cls: 9.690633, reg: 5.844915, reg_best: 5.844915
step: 123, lambda: 4.09600, attack: 1.000, cls: 8.582416, reg: 5.323229, reg_best: 5.323229
step: 124, lambda: 4.09600, attack: 1.000, cls: 7.992617, reg: 5.047346, reg_best: 5.047346
step: 125, lambda: 4.09600, attack: 1.000, cls: 7.921949, reg: 4.969847, reg_best: 4.969847
step: 126, lambda: 4.09600, attack: 1.000, cls: 7.887391, reg: 4.910718, reg_best: 4.910718
step: 127, lambda: 4.09600, attack: 1.000, cls: 7.848664, reg: 4.859964, reg_best: 4.859964
step: 128, lambda: 4.09600, attack: 1.000, cls: 7.803851, reg: 4.821341, reg_best: 4.821341
step: 129, lambda: 4.09600, attack: 1.000, cls: 7.827027, reg: 4.832355, reg_best: 4.821341
step: 130, lambda: 4.09600, attack: 1.000, cls: 7.806192, reg: 4.813652, reg_best: 4.813652
step: 131, lambda: 4.09600, attack: 1.000, cls: 7.665355, reg: 4.709575, reg_best: 4.709575
up lambda from 4.09600 to 8.19200
step: 132, lambda: 8.19200, attack: 1.000, cls: 5.613415, reg: 4.046659, reg_best: 4.046659
step: 133, lambda: 8.19200, attack: 0.750, cls: 1.465908, reg: 3.097430, reg_best: 4.046659
step: 134, lambda: 8.19200, attack: 0.000, cls: 0.040634, reg: 1.899210, reg_best: 4.046659
step: 135, lambda: 8.19200, attack: 0.000, cls: 0.000047, reg: 0.655372, reg_best: 4.046659
step: 136, lambda: 8.19200, attack: 0.000, cls: 0.000019, reg: 0.190348, reg_best: 4.046659
step: 137, lambda: 8.19200, attack: 0.000, cls: 0.000020, reg: 0.068328, reg_best: 4.046659
step: 138, lambda: 8.19200, attack: 0.000, cls: 0.000021, reg: 0.026924, reg_best: 4.046659
step: 139, lambda: 8.19200, attack: 0.000, cls: 0.000021, reg: 0.010967, reg_best: 4.046659
step: 140, lambda: 8.19200, attack: 0.000, cls: 0.000021, reg: 0.004525, reg_best: 4.046659
step: 141, lambda: 8.19200, attack: 0.000, cls: 0.000021, reg: 0.001876, reg_best: 4.046659
step: 142, lambda: 8.19200, attack: 0.000, cls: 0.000021, reg: 0.000780, reg_best: 4.046659
down lambda from 8.19200 to 2.59054
step: 143, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000397, reg_best: 4.046659
step: 144, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000245, reg_best: 4.046659
step: 145, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000123, reg_best: 4.046659
step: 146, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000054, reg_best: 4.046659
step: 147, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000023, reg_best: 4.046659
step: 148, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000010, reg_best: 4.046659
step: 149, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000004, reg_best: 4.046659
step: 150, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000002, reg_best: 4.046659
step: 151, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000001, reg_best: 4.046659
step: 152, lambda: 2.59054, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
down lambda from 2.59054 to 0.81920
step: 153, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 154, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 155, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 156, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 157, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 158, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 159, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 160, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 161, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 162, lambda: 0.81920, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
down lambda from 0.81920 to 0.25905
step: 163, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 164, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 165, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 166, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 167, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 168, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 169, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 170, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 171, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 172, lambda: 0.25905, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
down lambda from 0.25905 to 0.08192
step: 173, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 174, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 175, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 176, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 177, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 178, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 179, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 180, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 181, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
step: 182, lambda: 0.08192, attack: 0.000, cls: 0.000021, reg: 0.000000, reg_best: 4.046659
early stop
From 1 to 6
Current mask: tensor([[[0., 0., 0.,  ..., 0., 0., 0.],
         [0., 0., 0.,  ..., 0., 0., 0.],
         [0., 0., 0.,  ..., 0., 0., 0.],
         ...,
         [0., 0., 0.,  ..., 0., 0., 0.],
         [0., 0., 0.,  ..., 0., 0., 0.],
         [0., 0., 0.,  ..., 0., 0., 0.]]], device='cuda:0',
       grad_fn=<BernoulliBackward0>)
Current l0 norm: 2
Current l1 norm: 2.0
Current l2 norm: 1.4142135381698608
Current l_inf norm: 1.0
mask: (32, 32) 0.0 1.0
pattern: (32, 32, 3) 5.9604645e-08 1.0
=======Attacking Target 1=======
Trying: 4 ------> some others
theta_m tensor(-4.1041, device='cuda:0') tensor(3.1948, device='cuda:0')
theta_p tensor(-3.1489, device='cuda:0') tensor(3.9625, device='cuda:0')
=========Processing epoch 0=========
step:   1, lambda: 0.00000, attack: 1.000, cls: 15.941068, reg: 510.203940, reg_best: 510.203940
initialize lambda to 0.00100
step:   2, lambda: 0.00100, attack: 1.000, cls: 18.085244, reg: 506.314127, reg_best: 506.314127
step:   3, lambda: 0.00100, attack: 1.000, cls: 18.995090, reg: 502.769469, reg_best: 502.769469
step:   4, lambda: 0.00100, attack: 1.000, cls: 19.626735, reg: 501.849702, reg_best: 501.849702
step:   5, lambda: 0.00100, attack: 1.000, cls: 20.039495, reg: 501.843333, reg_best: 501.843333
step:   6, lambda: 0.00100, attack: 1.000, cls: 20.369255, reg: 501.416539, reg_best: 501.416539
step:   7, lambda: 0.00100, attack: 1.000, cls: 20.618451, reg: 499.144722, reg_best: 499.144722
step:   8, lambda: 0.00100, attack: 1.000, cls: 20.816353, reg: 499.186592, reg_best: 499.144722
step:   9, lambda: 0.00100, attack: 1.000, cls: 21.398166, reg: 498.460982, reg_best: 498.460982
step:  10, lambda: 0.00100, attack: 1.000, cls: 21.859245, reg: 496.095895, reg_best: 496.095895
step:  11, lambda: 0.00100, attack: 1.000, cls: 22.356234, reg: 494.223125, reg_best: 494.223125
up lambda from 0.00100 to 0.00200
step:  12, lambda: 0.00200, attack: 1.000, cls: 22.629315, reg: 495.357268, reg_best: 494.223125
step:  13, lambda: 0.00200, attack: 1.000, cls: 22.754972, reg: 494.328896, reg_best: 494.223125
step:  14, lambda: 0.00200, attack: 1.000, cls: 22.970479, reg: 494.062253, reg_best: 494.062253
step:  15, lambda: 0.00200, attack: 1.000, cls: 23.137009, reg: 490.750349, reg_best: 490.750349
step:  16, lambda: 0.00200, attack: 1.000, cls: 23.468338, reg: 487.655447, reg_best: 487.655447
step:  17, lambda: 0.00200, attack: 1.000, cls: 23.723289, reg: 486.850456, reg_best: 486.850456
step:  18, lambda: 0.00200, attack: 1.000, cls: 24.040786, reg: 487.269627, reg_best: 486.850456
step:  19, lambda: 0.00200, attack: 1.000, cls: 24.049018, reg: 490.002684, reg_best: 486.850456
step:  20, lambda: 0.00200, attack: 1.000, cls: 24.041977, reg: 486.706540, reg_best: 486.706540
step:  21, lambda: 0.00200, attack: 1.000, cls: 24.214436, reg: 483.508125, reg_best: 483.508125
up lambda from 0.00200 to 0.00400
step:  22, lambda: 0.00400, attack: 1.000, cls: 24.297956, reg: 484.245863, reg_best: 483.508125
step:  23, lambda: 0.00400, attack: 1.000, cls: 24.521390, reg: 486.026859, reg_best: 483.508125
step:  24, lambda: 0.00400, attack: 1.000, cls: 24.705098, reg: 488.588506, reg_best: 483.508125
step:  25, lambda: 0.00400, attack: 1.000, cls: 25.038025, reg: 488.319588, reg_best: 483.508125
step:  26, lambda: 0.00400, attack: 1.000, cls: 25.329162, reg: 487.148273, reg_best: 483.508125
step:  27, lambda: 0.00400, attack: 1.000, cls: 25.398460, reg: 489.072202, reg_best: 483.508125
step:  28, lambda: 0.00400, attack: 1.000, cls: 25.478271, reg: 491.395204, reg_best: 483.508125
step:  29, lambda: 0.00400, attack: 1.000, cls: 25.552184, reg: 492.606010, reg_best: 483.508125
step:  30, lambda: 0.00400, attack: 1.000, cls: 25.483128, reg: 494.229343, reg_best: 483.508125
step:  31, lambda: 0.00400, attack: 1.000, cls: 25.813206, reg: 497.243150, reg_best: 483.508125
up lambda from 0.00400 to 0.00800
step:  32, lambda: 0.00800, attack: 1.000, cls: 25.791364, reg: 495.922444, reg_best: 483.508125
step:  33, lambda: 0.00800, attack: 1.000, cls: 25.982270, reg: 493.487833, reg_best: 483.508125
step:  34, lambda: 0.00800, attack: 1.000, cls: 26.171247, reg: 491.986047, reg_best: 483.508125
step:  35, lambda: 0.00800, attack: 1.000, cls: 26.402634, reg: 492.167184, reg_best: 483.508125
step:  36, lambda: 0.00800, attack: 1.000, cls: 26.529927, reg: 492.533391, reg_best: 483.508125
step:  37, lambda: 0.00800, attack: 1.000, cls: 26.515942, reg: 492.630299, reg_best: 483.508125
step:  38, lambda: 0.00800, attack: 1.000, cls: 26.470420, reg: 491.058963, reg_best: 483.508125
step:  39, lambda: 0.00800, attack: 1.000, cls: 26.427032, reg: 490.894519, reg_best: 483.508125
step:  40, lambda: 0.00800, attack: 1.000, cls: 26.406411, reg: 490.977472, reg_best: 483.508125
step:  41, lambda: 0.00800, attack: 1.000, cls: 26.620793, reg: 489.035889, reg_best: 483.508125
up lambda from 0.00800 to 0.01600
step:  42, lambda: 0.01600, attack: 1.000, cls: 26.545201, reg: 488.586241, reg_best: 483.508125
step:  43, lambda: 0.01600, attack: 1.000, cls: 26.522989, reg: 488.197993, reg_best: 483.508125
step:  44, lambda: 0.01600, attack: 1.000, cls: 26.704427, reg: 487.638202, reg_best: 483.508125
step:  45, lambda: 0.01600, attack: 1.000, cls: 26.734341, reg: 487.905505, reg_best: 483.508125
step:  46, lambda: 0.01600, attack: 1.000, cls: 26.765130, reg: 486.963736, reg_best: 483.508125
step:  47, lambda: 0.01600, attack: 1.000, cls: 26.689378, reg: 487.895261, reg_best: 483.508125
step:  48, lambda: 0.01600, attack: 1.000, cls: 26.784742, reg: 486.692181, reg_best: 483.508125
step:  49, lambda: 0.01600, attack: 1.000, cls: 26.948639, reg: 485.674391, reg_best: 483.508125
step:  50, lambda: 0.01600, attack: 1.000, cls: 27.046434, reg: 484.430991, reg_best: 483.508125
step:  51, lambda: 0.01600, attack: 1.000, cls: 26.968501, reg: 484.804961, reg_best: 483.508125
up lambda from 0.01600 to 0.03200
step:  52, lambda: 0.03200, attack: 1.000, cls: 27.013390, reg: 483.167628, reg_best: 483.167628
step:  53, lambda: 0.03200, attack: 1.000, cls: 27.070218, reg: 480.468703, reg_best: 480.468703
step:  54, lambda: 0.03200, attack: 1.000, cls: 27.172698, reg: 475.510629, reg_best: 475.510629
step:  55, lambda: 0.03200, attack: 1.000, cls: 27.091579, reg: 473.463329, reg_best: 473.463329
step:  56, lambda: 0.03200, attack: 1.000, cls: 27.012224, reg: 471.092210, reg_best: 471.092210
step:  57, lambda: 0.03200, attack: 1.000, cls: 26.917528, reg: 470.993529, reg_best: 470.993529
step:  58, lambda: 0.03200, attack: 1.000, cls: 26.978660, reg: 468.231953, reg_best: 468.231953
step:  59, lambda: 0.03200, attack: 1.000, cls: 27.043054, reg: 469.160403, reg_best: 468.231953
step:  60, lambda: 0.03200, attack: 1.000, cls: 27.019080, reg: 468.178220, reg_best: 468.178220
step:  61, lambda: 0.03200, attack: 1.000, cls: 27.176292, reg: 467.362421, reg_best: 467.362421
up lambda from 0.03200 to 0.06400
